Unnamed: 0,번호,제목,저자,출판사,출판일
,54,Big data or small data? A methodological review of sustainable tourism,"Xu, Feifei; Nash, Nicholas; Whitmarsh, Lorraine",Taylor & Francis,2020
,55,Big Data: Incentivized Self,"Dobrow, L.",CPS COMMUNICATIONS INC,2013
,56,„Big Data“ im Gesundheitsrecht – Ende der „Datensparsamkeit“?,"Ladeur, K. H.",Springer Science + Business Media,2016
,57,"Big data: analyse that In the first of a series, Katharine Bagshaw FCA examines the scope and use of data analytics in audit",unknown,INSTITUTE OF CHARTERED ACCOUNTANTS,2017
,58,Big Data? More Challenges!,"Qiu, Peihua",Taylor and Francis,2016
,59,Big Data? Qualitative Approaches to Digital Research,unknown,Emerald,2014
,60,Big data's big bias in drug safety,unknown,British Medical Association,2017
,61,Big Data? Qualitative Approaches to Digital Research,unknown,Emerald,2014
,62,Big data-based deterioration prediction models and infrastructure management: towards assetmetrics,"Kobayashi, Kiyoshi; Kaito, Kiyoyuki",Taylor & Francis,2017
,63,Big Data's End Run Around Procedural Privacy Protections Recognizing the inherent limitations of consent and anonymity,"Barocas, S.; Nissenbaum, H.",ACM ASSOCIATION FOR COMPUTING MACHINERY,2014
,64,Big data: a new perspective for the establishment of segments for niche marketing,"Ojha, Satish Chandra",Inderscience,2019
,65,Big Data's Disparate Impact,"Barocas,  Solon; Selbst,  Andrew D.",CALIFORNIA LAW REVIEW INC.,2016
,66,Big data: lessons for employers and employees,"Jeske, Debora; Calvard, Thomas",Emerald Group Publishing Limited,2020
,67,"Big Universe, Big Data: Machine Learning and Image Analysis for Astronomy","Kremer, J.; Stensbo-Smidt, K.; Gieseke, F.; Pedersen, K. S.; Igel, C.",COMPUTER SOCIETY,2017
,68,Big data: and the micropolitics of entanglement in the Earth's becoming,"Somerville, Margaret; Woods, Annette; Duhn, Iris; Rautio, Pauliina; Powell, Sarah; McConnell-Imbriotis, Alison; Galvez, Sarita",Taylor & Francis,2021
,69,Big Data's Impact on Privacy for Librarians and Information Professionals,"Harper, L. M.; Oltmann, S. M.",John Wiley & Sons Ltd,2017
,70,'Big data' approaches for novel anti-cancer drug discovery,"Benstead-Hume, Graeme; Wooller, Sarah K.; Pearl, Frances M. G.",Informa Healthcare,2017
,71,Big Data: from collection to visualization,"Ghesmoune, M.; Azzag, H.; Benbernou, S.; Lebbah, M.; Duong, T.; Ouziri, M.",Springer Science + Business Media,2017
,72,Big Data: A Quick-Start Guide for Learning Practitioners,"Dearborn, J.",A.ST.D,2014
,73,Big Data: Present and Future,"Chauhan, Preeti; Sood, Mohit",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,74,Big data: The panoptic medium of the information age.,"Biggs, Simon",Artlink,2017
,75,"Big Data: History, Current Status, and Challenges Going Forward","Shi, Y.",NATIONAL ACADEMY OF ENGINEERING,2014
,76,Big data: a distributed storage and processing for online learning systems,"Dahdouh, Karim; Dakkak, Ahmed; Oughdir, Lahcen",Inderscience Enterprises,2019
,77,Big Data: An Introduction for Librarians,"Hoy, Matthew B.",Taylor & Francis,2014
,78,"Big Data: Opportunities, Challenges and Solutions","Gorodetsky, V.",Springer Science and Business Media,2014
,79,Big Data: Practical Applications,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016
,80,Big–deep–smart data in imaging for guiding materials design,"Kalinin, S. V.; Sumpter, B. G.; Archibald, R. K.",Nature Publishing Group,2015
,81,Big Questions for “Big Data”,"Wears, R. L.; Williams, D. J.","Elsevier Science B.V., Amsterdam",2016
,82,Big Data: A case study of disruption and government power,"Galloway,  Kate",LEGAL SERVICE BULLETIN CO-OPERATIVE LTD,2017
,83,Big Data from Sparse Data: Diverse Scientific Benchmarks Reveal Optimization Imperatives for Implicit Membrane Energy Functions,"Alford, Rebecca F.; Gray, Jeffrey J.","Elsevier Science B.V., Amsterdam",2020
,84,"Big Data: What, Why, When and How","Kezunovic, M.","Stillwater, OK; Oklahoma State University",2014
,85,Big Data-Based Epidemiology of Uveitis and Related Intraocular Inflammation,"Akhter, Mashal; Toy, Brian",Lippincott Williams & Wilkins,2021
,86,Big Data: Practical Applications [Scanning the Issue],"Benediktsson, Jon Atli",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016
,87,Big Data—Hot Air or Hot Topic?,"Serrano,  Angel",Information Systems Audit and Control Association,2016
,88,Big data trends in stroke epidemiology in the United States: But are they good data?,"Prabhakaran,  S.",American Academy of Neurology,2017
,89,Data-Enabled Digestive Medicine: A New Big Data Analytics Platform,"Yan, Lu; Huang, Weihong; Wang, Liming; Feng, Song; Peng, Yonghong; Peng, Jie",IEEE,2021
,90,"Big data: techniques and technologies in geoinformatics, edited by Hassan A. Karimi, Boca Raton, FL, CRC Press, 2014, 312 pp., US$129.95 (hardcover), ISBN 13-978-1466586512","Nara, Atsushi",Taylor & Francis,2015
,91,Big Data: Theoretical Aspects [Scanning the Issue],unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,92,"Big data: Dimensions, evolution, impacts, and challenges","Lee, In","Elsevier Science B.V., Amsterdam.",2017
,93,Big Data: Understanding how Creative Organisations Create and Sustain their Networks,"Bruce, Fraser; Malcolm, Jackie; O’Neill, Shaleph",Taylor & Francis,2017
,94,Big data‐driven machine learning‐enabled traffic flow prediction,"Kong, Fanhui; Li, Jian; Jiang, Bin; Zhang, Tianyuan; Song, Houbing",John Wiley & Sons Ltd,2019
,95,"Big data: Finders keepers, losers weepers?","Sax, M.",Springer Science + Business Media,2016
,96,Big Data: You Are Adding To ... and Using It,"Makela,  Carole J.",American Association of Family and Consumer Sciences; 1999,2016
,97,Big Data: A Primer,"Vinaja, Robert",IVY LEAGUE PUBLISHING,2017
,98,Big Data-Driven Manufacturing-Process-Monitoring-for-Quality Philosophy,Jeffrey A. Abell; Debejyo Chakraborty; Carlos A. Escobar; Kee H. Im; Diana M. Wegner ; Michael A. Wincek,American Society of Mechanical Engineering (ASME),2017
,99,"Big Data: The good, the bad and the ugly","Gronemeyer, Hinrich; Souren, Nicole Y.","John Wiley & Sons, Ltd",2021
,100,Big Data: Is It Crunch Time for Pharma?,"Upton,  Julian",ASTER PUBLISHING CORPORATION,2017
,1,Big Data's Impact on the U.S. Medical Industry,"Makumbi,  Victoria",WARREN GORHAM & LAMONT INC,2017
,2,Big Data: A Survey,"Chen, M.; Mao, S.; Liu, Y.",Springer Science + Business Media,2014
,3,'Big data' patentometrics for R&D decision-making,"Verma, Charu; Suri, Pradeep Kumar",Emerald Group Publishing Limited,2021
,4,Big Data: A Cheerleader for Translational Perioperative Medicine,"Ackland, Gareth L.; Stephens, Robert C. M.","Lippincott, Williams & Wilkins",2016
,5,Big Data: Issues and Challenges Moving Forward,"Kaisler, S.; Armour, F.; Espinosa, J.A.; Money, W.",IEEE,2013
,6,Big Data-Driven Cognitive Computing System for Optimization of Social Media Analytics,"Sangaiah, Arun Kumar; Goli, Alireza; Tirkolaee, Erfan Babaee; Ranjbar-Bourani, Mehdi; Pandey, Hari Mohan; Zhang, Weizhe",IEEE,2020
,7,"""Big Data"" in Vascular Surgery: A Reality not to be Missed But to Use With Caution","Ricco, Jean-Baptiste; Guetarni, Farid; Gargiulo, Mauro","Elsevier Science B.V., Amsterdam",2019
,8,Big Data-Driven Service Composition Using Parallel Clustered Particle Swarm Optimization in Mobile Environment,"Hossain, M. S.; Moniruzzaman, M.; Muhammad, G.; Ghoneim, A.; Alamri, A.",Institute of Electrical & Electronics Engineers,2016
,9,Data-Driven Authoritarianism: Non-democracies and Big Data,"Kabanov, Yury; Karyagin, Mikhail",Springer,2018
,10,"Big Data: A Revolution That Will Transform How We Live, Work, and Think","Dunham, Ian M.",Taylor and Francis,2015
,11,Big data: the next challenge for statistics,"Ieva, F.",Springer,2015
,12,BIG BUCKS ARE BACKING BIG DATA'S LOBBYING EFFORTS ON CAPITOL HILL,"Kaye, Kate","Crain Communications, Inc.",2013
,13,Big Data: Next-Generation Machines for Big Science,"Hack, James J.; Papka, Michael E.",IEEE,2015
,14,'Big data' flood warning.,Editor(s),CONCORDE PUBLISHING LTD,2015
,15,Data analysis in health and big data: A machine learning medical diagnosis model based on patients' complaints,"Silahtaroğlu, Gökhan; Yılmaztürk, Nevin",Taylor & Francis,2021
,16,Big Data: the challenge for small research groups in the era of cancer genomics,"Noor, A. M.; Holmberg, L.; Gillett, C.; Grigoriadis, A.",Nature Publishing Group,2015
,17,Big Ideas or Big Data? [President's Message],"Sayed, Ali H.",INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS,2018
,18,Big data: From beginning to future,"Yaqoob, Ibrar; Hashem, Ibrahim Abaker Targio; Gani, Abdullah; Mokhtar, Salimah; Ahmed, Ejaz; Anuar, Nor Badrul; Vasilakos, Athanasios V.","Elsevier Science B.V., Amsterdam.",2016
,19,“Big Data” In Alzheimer’s Disease Research: An Environmental Scan,"Hong, Y.; Pickering, M.; Perfetto, E.; Albrecht, J.; Ung, B.; Yang, K.; Lederer, H.","Elsevier Science B.V., Amsterdam",2015
,20,‘Big data’ in mental health research: current status and emerging possibilities,"Stewart, R.; Davis, K.",Springer Science + Business Media,2016
,21,Big Data: Prospects and Challenges,"Moorthy,  Janakiraman; Lahiri,  Rangin; Biswas,  Neelanjan; Sanyal,  Dipyaman; Ranjan,  Jayanthi; Nanath,  Krishnadas; Ghosh,  Pulak",THE INDIAN INSTITUTE OF MANAGEMENT,2015
,22,Big data-based multimedia transcoding method and its application in multimedia data mining-based smart transportation and telemedicine,"Zhu, D.",Springer Science + Business Media,2016
,23,Data: Big and Small,"Jones-Schenk,  Jan",SLACK INCORPORATED,2017
,24,Data-Driven Mary Hammon explains how to leverage the potential of big data-in Planning Practice,unknown,APA AMERICAN PLANNING ASSOCIATION,2015
,25,Big data! Big deal?,"Mackie, P.; Sim, F.; Johnman, C.","Elsevier Science B.V., Amsterdam",2015
,26,Big Data's Big Handprint,"Harper,  Stephen; Sarni,  William",THE ENVIRONMENTAL LAW INSTITUTE,2017
,27,Big Data: Will It Improve Patient-Centered Care?,"Fiebig, D. G.",ADIS/Springer,2017
,28,Data-Driven Decision Making in Precision Agriculture: The Rise of Big Data in Agricultural Systems,"Tantalaki, Nicoleta; Souravlas, Stavros; Roumeliotis, Manos",Taylor & Francis,2019
,29,Big Data—What Is It and What Use Is It?,"Atkinson, Graham",Lippincott Williams and Wilkins,2014
,30,Big data-driven business model innovation by traditional industries in the Chinese economy,"Cheah, Sarah; Wang, Shenghui",EMERALD GROUP PUBLISHING LTD,2017
,31,``Big Data'' and the CBC-diff,"Chaves,  Fernando",MEDICAL LABORATORY OBSERVER,2015
,32,Big Data: The Management Revolution,"McAfee, A.; Brynjolfsson, E.",HARVARD BUSINESS REVIEW,2012
,33,"Big data's blueprint In the 1900s, America probed its citizens' lives as never before",unknown,IPC MAGAZINES LTD,2015
,34,Big Data—Based Estimation for Ship Safety Distance Distribution in Port Waters,"Zhang,  Liye; Wang,  Hua; Meng,  Qiang","Washington, DC; National Academy Press; 1998",2015
,35,Big Data: Goldmine or Minefield,"Jackson,  Joni R.",American Marketing Association,2016
,36,Big data's dark side,unknown,Institution of Engineering and Technology,2016
,37,"""Big Data"" Dynamic Factor Models for Macroeconomic Measurement and Forecasting: A Discussion of the Papers by Lucrezia Reichlin and by Mark W. Watson","Diebold, F. X.",CAMBRIDGE UNIVERSITY PRESS,2003
,38,"BIG DATA: NEW SCIENCE, NEW CHALLENGES, NEW DIALOGICAL OPPORTUNITIES","Fuller, M.",Wiley-Blackwell,2015
,39,Big data: Little difference,"Morley, S.",Wiley-Blackwell,2015
,40,Big data: creating the right balance,"Palamuthusingam, Dharmenaan; Reyaldeen, Reza; Nath, Karthik","Elsevier Science B.V., Amsterdam",2019
,41,Big Data-Scoring unter dem Einfluss der Datenschutz-Grundverordnung,"Eschholz, S.",Springer Science + Business Media,2017
,42,``Big Data'' in Laboratory Medicine,"Tolan,  N. V.; Parnas,  M. L.; Baudhuin,  L. M.; Cervinski,  M. A.; Chan,  A. S.; Holmes,  D. T.; Horowitz,  G.; Klee,  E. W.; Kumar,  R. B.; Master,  S. R.",American Association for Clinical Chemistry; 1999,2015
,43,"Big Data-Based Approach to Detect, Locate, and Enhance the Stability of an Unplanned Microgrid Islanding","Jiang,  Huaiguang; Li,  Yan; Zhang,  Yingchen; Zhang,  Jun Jason; Gao,  David Wenzhong; Muljadi,  Eduard; Gu,  Yi",AMERICAN SOCIETY OF CIVIL ENGINEERS,2017
,44,Big data trends in stroke epidemiology in the United States: But are they good data?,"Prabhakaran,  S.",American Academy of Neurology,2018
,45,"Big Data: A Revolution That Will Transform How We Live, Work, and Think","John Walker, Saint",BLACKWELL PUBLISHERS,2014
,46,Big Data: Theoretical Aspects,"Haykin, S.; Wright, S.; Bengio, Y.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016
,47,`Big data' in pharmaceutical science: challenges and opportunities,unknown,Future Science,2014
,48,Big data's role in expanding access to financial services in China,"Kshetri, Nir","Elsevier Science B.V., Amsterdam.",2016
,49,Big data or small data? A methodological review of sustainable tourism,"Xu, Feifei; Nash, Nicholas; Whitmarsh, Lorraine",Taylor & Francis,2020
,50,Data-driven ICU management: Using Big Data and algorithms to improve outcomes,"Carra, Giorgia; Salluh, Jorge I.F.; da Silva Ramos, Fernando José; Meyfroidt, Geert","Elsevier Science B. V., Amsterdam",2020
,51,Big Data-Based Driving Pattern Clustering and Evaluation in Combination with Driving Circumstances,"Si, Lulu; Hirz, Mario; Brunner, Helmut",Society of Automotive Engineers,2018
,52,Big Data: A Normal Accident Waiting to Happen?,"Nunan, D.; Di Domenico, M.",Springer Science + Business Media,2017
,53,"Big Data: As utilities seek to extract value from their technology assets, smart grid and metering data is becoming a gold mine for insights about how to improve service and save money","Danigelis, A.",PUBLIC UTILITIES REPORTS INC,2012
,54,Big data: Challenges and perspectives,"Duellmann, D.",IOS Press,2014
,55,Big data: Some statistical issues,"Cox, D.R.; Kartsonaki, Christiana; Keogh, Ruth H.","Elsevier Science B.V., Amsterdam.",2018
,56,Big data-informed energy efficiency assessment of China industry sectors based on K-means clustering,"Liu, Gengyuan; Yang, Jin; Hao, Yan; Zhang, Yan","Elsevier Science B.V., Amsterdam.",2018
,57,Big Data: A Framework for Research,"Nagle, T.; Sammon, D.",IOS Press,2014
,58,Data-driven innovation: switching the perspective on Big Data,"Trabucchi, Daniel; Buganza, Tommaso",Emerald Group Publishing Limited,2019
,59,``Big Data'' Management and Security Application to Telemetry Data Products,"Kalibjian, J.","San Diego, Calif; International Foundation for Telemetering",2014
,60,Big data: Are large prospective randomized trials obsolete in the future?,"Hudis, Clifford A.","Elsevier Science B.V., Amsterdam",2015
,61,"Big Data, Little Data: Scholarship in the Networked World","Calvert, Philip",Emerald Group Publishing Limited,2017
,62,“Big Data” Has Not Come to Pediatric Anesthesia,"Fisher, Dennis M.",Lippincott Williams & Wilkins,2014
,63,Big Data: The Next Big Thing in Innovation,"Gobble, MaryAnne M.",INDUSTRIAL RESEARCH INSTITUTE INC,2013
,64,Data Envelopment Analysis and Big Data: Revisit with a Faster Method,"Khezrimotlagh, Dariush; Zhu, Joe",Kluwer Academic Publishers,2020
,65,"Big Data: Manage it, don't drown in it The exponential growth of data is challenging our ability to process it effectively to exploit what it contains","Kwan, M.",ADAMS BUSINESS MEDIA,2012
,66,Big Data: Transforming the Design Philosophy of Future Internet,"Yin, H.; Jiang, Y.; Lin, C.; Luo, Y.; Liu, Y.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2014
,67,'BIG DATA' AND ALEXANDER VON HUMBOLDT'S APPROACH TO SCIENCE,"Grana‐Behrens, Daniel","John Wiley & Sons, Ltd",2021
,68,"""big data"" in the information age","Gordo, Blanca","John Wiley & Sons, Ltd",2017
,69,BIG DATA and Data-Driven Intelligent Predictive Algorithms to support creativity in Industrial Engineering,"Rousseaux, Francis","Elsevier Science B.V., Amsterdam.",2017
,70,Big Data: A very short introduction,unknown,"Elsevier Science B.V., Amsterdam.",2017
,71,Big Data: A Boon to Business Intelligence,"Ohata, M.; Kumar, A.",FINANCIAL EXECUTIVES INSTITUTE,2012
,72,"Big data: a revolution that will transform how we live, work, and think","Armstrong, K.",Taylor & Francis,2014
,73,Big Data-driven personal protective equipment stockpiling framework under Universal Healthcare for Disease Control and Prevention in the COVID-19 Era,"Ma, Kevin Sheng-Kai; Tsai, Shin-Yi","Elsevier Science B. V., Amsterdam",2020
,74,Big Data and Bad Data: On the Sensitivity of Security Policy to Imperfect Information,"Graves,  James T.; Acquisti,  Alessandro; Christin,  Nicolas",The University of Chicago Press,2016
,75,`Big Data': Here to Stay ... But What is it?,"Pang, L.",SOCIETY FOR COMPUTERS AND LAW,2014
,76,`Big Data': A Whole Yotta Bytes,unknown,CONGRESSIONAL QUARTERLY INC,2012
,77,Data-driven medicinal chemistry in the era of big data,"Lusher, S. J.; McGuire, R.; van Schaik, R. C.; Nicholson, C. D.; de Vlieg, J.","Elsevier Science B.V., Amsterdam.",2014
,78,Big Data. Big Problem?,"Harrop, Clare; Dallman, Aaron R.; Boyd, Brian A.",John Wiley,2021
,79,Big Data: A Big Opportunity for Librarians,"Gordon-Murnane, L.",ONLINE INC,2012
,80,Big data: applications in interventional radiology,"Gordon, R.; Kavali, P.; Liu, R.",ELSEVIER SCIENCE B.V. AMSTERDAM,2016
,81,Data-driven stochastic robust optimization: General computational framework and algorithm leveraging machine learning for optimization under uncertainty in the big data era,"Ning, Chao; You, Fengqi","Elsevier Science B.V., Amsterdam.",2018
,82,‘Big data’ for pedestrian volume: Exploring the use of Google Street View images for pedestrian counts,"Yin, Li; Cheng, Qimin; Wang, Zhenxin; Shao, Zhenfeng","Elsevier Science B.V., Amsterdam.",2015
,83,"""Big Tigers, Big Data"": Learning Social Reactions to China's Anticorruption Campaign through Online Feedback","Zhu, Jiangnan; Huang, Huang; Zhang, Dong",Wiley-Blackwell,2019
,84,Big data-driven precision medicine: Starting the custom-made era of iatrology,"Song, Chang; Kong, Ying; Huang, Lianfang; Luo, Hui; Zhu, Xiao","Elsevier Science B.V., Amsterdam.",2020
,85,Big Data: Issues for an International Political Sociology of Data Practices1,"Madsen, A. K.; Flyverbom, M.; Hilbert, M.; Ruppert, E.",Oxford University Press,2016
,86,Big Data: Challenges and opportunities for clinical pharmacology,"Flockhart, D.; Bies, R. R.; Gastonguay, M. R.; Schwartz, S. L.",Wiley-Blackwell,2016
,87,Big Data: Progress or a Big Headache?,"Dhawan, A.; Brand, J.C.; Rossi, M.J.; Lubowitz, J.H.",unknown,2018
,88,Big data: New tend to sustainable consumption research,"Wang, Zhaohua; Xue, Mengtian; Wang, Yutao; Song, Malin; Li, Shanjun; Daziano, Ricardo A.; Wang, Bo; Ma, Guanhua; Chen, Ke; Li, Xiangtao; Zhang, Bin","Elsevier Science B.V., Amsterdam.",2019
,89,"Big Data: Techniques and Technologies in Geoinformatics, H.A. Karimi (editor). CRC Press, Taylor & Francis, London (2014). 312 pp., Price:  82. ISBN: 978-1-466-59651-2","Verbesselt, J.","Elsevier Science B. V., Amsterdam",2015
,90,Big data: a new look at old problems,"Cenko, E.; Hall, M.; Bugiardini, R.",Oxford University Press,2016
,91,Big Data-Revolution oder Datenhybris?,"Gramelsberger, G.",SPRINGER SCIENCE + BUSINESS MEDIA,2017
,92,Big Data: The New Information Challenge,"Arnold, S.E.",ONLINE INC,2011
,93,`Big data' reporting guidelines,"Perry, D.C.; Parsons, N.; Costa, M.L.",British Editorial Society of Bone & Joint Surgery,2014
,94,"Big data: A revolution that will transform how we live, work, and think, by Viktor Mayer-Schonberger and Kenneth Cukier","Parise, Salvatore",Taylor & Francis,2016
,95,Big data: critical questions for sport and society,"Spaaij, Ramón; Thiel, Ansgar",Taylor & Francis,2017
,96,Big Data—Go `Granular' to Boost Sales We look at how advances in technology are enhancing sales and marketing efforts by commercial launderers,unknown,TRSA,2019
,97,Big Data: Its Meaning,"Reed, P.G.",unknown,2018
,98,Big Data: Promises and Problems,"Gudivada, V. N.; Baeza-Yates, R.; Raghavan, V. V.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,99,Big data: why ignorance is no longer acceptable,"Toozs-Hobson, P.; Toozs-Hobson, N.; Kelley, T.",unknown,2018
,100,Big Data and the Ownership in Data: Recent Developments in Europe,"Hoeren, T.",SWEET & MAXWELL/ESC PUBLISHING,2014
,1,Big Data: Large-Scale Historical Infrastructure from the Minnesota Population Center,"Sobek, M.; Cleveland, L.; Flood, S.; Hall, P.K.; King, M.L.; Ruggles, S.; Schroeder, M.",HELDREF PUBLICATIONS,2011
,2,Big data-driven strategic orientation in international marketing,"Akter, Shahriar; Hossain, Md Afnan; Lu, Qiang (Steven); Shams, S.M. Riad",Emerald Group Publishing Limited,2021
,3,Big data-driven supply chain performance measurement system: a review and framework for implementation,"Kamble, Sachin S.; Gunasekaran, Angappa",Taylor & Francis,2020
,4,"Big Data: State-of-the-art Concepts, Techniques, Technologies, Modeling Approaches and Research Challenges","Costa,  Carlos; Santos,  Maribel Yasmina","NEWSWOOD LTD.,",2017
,5,Big data’s role in expanding access to financial services in China,"Kshetri, Nir","Elsevier Science B.V., Amsterdam.",2016
,6,Big Data: could it ever cure Alzheimer's disease?,"Husain, M.",Oxford University Press,2014
,7,Big Data: The Paradigm Shift Needed to Revolutionize Musculoskeletal Clinical Research,"Helfet, D.L.; Hanson, B.P.; De Faoite, D.","EXCERPTA MEDICA, INC.",2014
,8,Big Data: Mining for meaning How data mining is bringing order to chaos,unknown,EOLAS,2011
,9,Big Data-Driven Abnormal Behavior Detection in Healthcare Based on Association Rules,"Zhou, Shengyao; He, Jie; Yang, Hui; Chen, Donghua; Zhang, Runtong",IEEE,2020
,10,Big Data: Gaining a Competitive Edge,"Worster, A.; Weirich, T. R.; Andera, F.","John Wiley & Sons, Ltd",2014
,11,``Big Data'' Has Not Come to Pediatric Anesthesia,"Fisher, D.M.",Lippincott Williams & Wilkins,2014
,12,Big data-based prediction of terrorist attacks,"Meng, Xi; Nie, Lingyu; Song, Jiapeng","Elsevier Science B.V., Amsterdam.",2019
,13,"`Big data' approaches to trauma outcome prediction and autonomous resuscitation Shiming Yang, Mary Njoku and Colin F Mackenzie discuss how massive clinical data are used in learning prediction models at level 1 trauma centres to support decision making in trauma patients",unknown,Mark Allen Publishing,2014
,14,Big Data-What Is It and What Use Is It?,"Atkinson, G.",Lippincott Williams and Wilkins,2014
,15,Big Data-Based Optimization of a Pressure Swing Adsorption Unit for Syngas Purification: On Mapping Uncertainties from a Metaheuristic Technique,"Nogueira, Idelfonso B. R.; Martins, Márcio A. F.; Regufe, Maria João; Rodrigues, Alírio E.; Loureiro, José M.; Ribeiro, Ana M.",ACS AMERICAN CHEMICAL SOCIETY,2020
,16,Big data: the key to energy efficiency in smart buildings,"Moreno, M. V.; Dufour, L.; Skarmeta, A. F.; Jara, A. J.; Genoud, D.; Ladevie, B.; Bezian, J. J.",Springer Science + Business Media,2016
,17,Big Data: New Tricks for Econometrics,"Varian, H.R.",AMERICAN ECONOMIC ASSOC,2014
,18,AScale: Big/Small Data ETL and Real-Time Data Freshness,"Martins,  Pedro; Abbasi,  Maryam; Furtado,  Pedro",Springer,2016
,19,Is ''Big Data'' creepy?,"Cumbley, R.; Church, P.","Elsevier Science B.V., Amsterdam.",2013
,20,Confronting Big Data: Applying the Confrontation Clause to Government Data Collection,"Squitieri,  Chad",VIRGINIA LAW REVIEW ASSOCIATION,2015
,21,No big data without small data: learning health care systems begin and end with the individual patient,"Sacristn, J. A.; Dilla, T.",Wiley-Blackwell,2015
,22,NZIM: Big data: Management's new big gun,"Birchfield, R.",Mediaweb Ltd,2013
,23,Got Big Data?,"Hauptman, P. J.","Elsevier Science B.V., Amsterdam",2016
,24,Rethinking big data: A review on the data quality and usage issues,"Liu, J.; Li, J.; Li, W.; Wu, J.","Elsevier Science B.V., Amsterdam.",2016
,25,Mining Big Data: A Philologist's Perspective,"Rütten, Tanja",CRIST-JAN DOEDENS,2019
,26,"Finance Big Data: Management, Analysis, and Applications","Sun, Yunchuan; Shi, Yufeng; Zhang, Zhengjun",ME Sharpe,2019
,27,Rethinking ‘big data’ as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
,28,Using 'big data' to validate claims made in the pharmaceutical approval process,"Wasser, Thomas; Haynes, Kevin; Barron, John; Cziraky, Mark",Informa Healthcare,2015
,29,Handling big data: research challenges and future directions,"Anagnostopoulos, I.; Zeadally, S.; Exposito, E.",Springer Science + Business Media,2016
,30,"Digitisation, ‘Big Data’ and the transformation of accounting information","Bhimani, Alnoor; Willcocks, Leslie",Taylor & Francis,2014
,31,Integrating Big Data: A Semantic Extract-Transform-Load Framework,"Bansal, S. K.; Kagemann, S.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,32,"Leveraging ""big data"" in respiratory medicine – data science, causal inference, and precision medicine","Raita, Yoshihiko; Camargo, Carlos A.; Liang, Liming; Hasegawa, Kohei",Informa Healthcare,2021
,33,"Using ""big data"" to guide implementation of a web and mobile adaptive learning platform for medical students","Menon, Ashwin; Gaglani, Shiv; Haynes, M. Ryan; Tackett, Sean",Informa Healthcare,2017
,34,Smart-Evac: Big Data-Based Decision Making for Emergency Evacuation,"Moulik, S.; Misra, S.; Obaidat, M. S.",IEEE,2015
,35,Editorial: -Big data- and data sharing,"Hand, D. J.",Wiley-Blackwell,2016
,36,Educational big data: extracting meaning from data for smart education,"Chen, Nian-Shing; Yin, Chengjiu; Isaias, Pedro; Psotka, Joseph",Taylor and Francis,2020
,37,Exploring big data's strategic consequences,"Bhimani, Alnoor",Palgrave Macmillan,2015
,38,Exploiting Big Data's Benefits,"Heidrich, J.; Trendowicz, A.; Ebert, C.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016
,39,A Data-Driven Decision Making with Big Data Analysis on DNS Log,"Jung,  Euihyun",Springer,2017
,40,Using “Big Data” to Dissect Clinical Heterogeneity,"Altman, Russ B.; Ashley, Euan A.",American Heart Foundation; Lippincott Williams and Wilkins,2015
,41,A big data-driven dynamic estimation model of relief supplies demand in urban flood disaster,"Lin, Anqi; Wu, Hao; Liang, Guanghua; Cardenas-Tristan, Abraham; Wu, Xia; Zhao, Chong; Li, Dan","Elsevier Science B.V., Amsterdam",2020
,42,Using data-driven safety decision-making to realize smart safety management in the era of big data: A theoretical perspective on basic questions and their answers,"Wang, Bing; Wu, Chao; Huang, Lang; Kang, Liangguo","Elsevier Science B.V., Amsterdam.",2019
,43,Beyond Big Data?,"Cushing, J. B.",IEEE,2013
,44,Aviation community is just beginning to understand what can be done with aircraft `big data',unknown,MCGRAW-HILL DATA SERVICES,2015
,45,A data-driven approach for discovery of the latest research trends in higher education for business by leveraging advanced technology and big data,"Park, Young-Eun",Taylor & Francis,2021
,46,Social big data: Recent achievements and new challenges,"Bello-Orgaz, G.; Jung, J. J.; Camacho, D.","Elsevier Science B.V., Amsterdam.",2016
,47,"Altmetrics: ""big data"" that map the influence of New Zealand research","Konkiel, Stacy; Guichard, Stephanie","THE PIERIAN PRESS, INC.",2018
,48,Online big data-driven oil consumption forecasting with Google trends,"Yu, Lean; Zhao, Yaqing; Tang, Ling; Yang, Zebin","Elsevier Science B.V., Amsterdam.",2019
,49,Querying Big Data: Bridging Theory and Practice,"Fan, W.; Huai, J. P.",Springer Science + Business Media,2014
,50,The Big To Do About “Big Data”,"Schilling, P. L.; Bozic, K. J.",LIPPINCOTT WILLIAMS & WILKINS,2014
,51,Feedback Big Data-Based Lie Robot,"Zhu,  D.",WORLD SCIENTIFIC PUBLISHING CO PTE LTD,2018
